Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Field
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
29,Male,Bachelor's,Software Engineer,3,75000.0,Engineering
32,Female,Master's,Manager,8,120000.0,Management
27,Male,Bachelor's,Manager,2,65000.0,Management
30,Female,PhD,Data Scientist,6,100000.0,Research
36,Male,Bachelor's,Financial Analyst,11,150000.0,Data Analyst
28,Female,Bachelor's,Marketing Coordinator,3,60000.0,Sales and Marketing
33,Male,Master's,Software Engineer,9,120000.0,Engineering
26,Female,Bachelor's,Graphic Designer,1,45000.0,Other
29,Male,Bachelor's,Manager,5,80000.0,Management
35,Female,PhD,Research Scientist,11,150000.0,Research
27,Male,Bachelor's,Software Engineer,2,65000.0,Engineering
31,Female,Bachelor's,Manager,7,100000.0,Management
28,Male,Master's,Financial Analyst,4,90000.0,Data Analyst
24,Female,Bachelor's,Marketing Analyst,0,40000.0,Data Analyst
30,Male,Bachelor's,Manager,6,110000.0,Management
34,Female,PhD,Research Director,12,170000.0,Management
27,Male,Bachelor's,Software Engineer,3,75000.0,Engineering
33,Female,Master's,Manager,8,120000.0,Management
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
25,Female,2nd Level,Customer Service Representative,1,30000.0,Other
36,Male,PhD,Research Scientist,13,180000.0,Research
39,Female,Bachelor's,Manager,15,200000.0,Management
26,Male,Bachelor's,Product Designer,1,50000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
28,Male,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Female,Bachelor's,Manager,7,110000.0,Management
24,Male,2nd Level,Delivery Driver,0,28000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,210000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
27,Male,PhD,Marketing Coordinator,7,120000.0,Sales and Marketing
28,Female,Bachelor's,Marketing Coordinator,3,60000.0,Sales and Marketing
33,Male,Master's,Software Engineer,8,120000.0,Engineering
27,Female,Bachelor's,Manager,2,65000.0,Management
30,Male,PhD,Data Scientist,6,100000.0,Research
36,Female,Bachelor's,Financial Analyst,11,150000.0,Data Analyst
29,Male,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Female,Master's,Software Engineer,9,120000.0,Engineering
26,Male,Bachelor's,Graphic Designer,1,45000.0,Other
29,Female,Bachelor's,Manager,5,80000.0,Management
35,Male,PhD,Research Scientist,11,150000.0,Research
27,Male,Bachelor's,Software Engineer,2,65000.0,Engineering
31,Female,Bachelor's,Manager,7,100000.0,Management
28,Male,Master's,Financial Analyst,4,90000.0,Data Analyst
24,Female,Bachelor's,Marketing Analyst,0,40000.0,Data Analyst
30,Male,Bachelor's,Manager,6,110000.0,Management
34,Female,PhD,Research Director,12,170000.0,Management
27,Male,Bachelor's,Software Engineer,3,75000.0,Engineering
33,Female,Master's,Manager,8,120000.0,Management
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
25,Female,2nd Level,Customer Service Representative,1,30000.0,Other
36,Male,PhD,Research Scientist,13,180000.0,Research
39,Female,Bachelor's,Manager,15,200000.0,Management
26,Male,Bachelor's,Product Designer,1,50000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
28,Male,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Female,Bachelor's,Manager,7,110000.0,Management
24,Male,2nd Level,Delivery Driver,0,28000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,210000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
26,Male,Bachelor's,Product Designer,2,55000.0,Other
31,Female,PhD,Data Scientist,8,140000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,70000.0,Data Analyst
33,Female,Master's,Manager,9,130000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,12,170000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,90000.0,Sales and Marketing
34,Male,PhD,Research Director,11,160000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,60000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
37,Male,Master's,Marketing Director,14,190000.0,Management
39,Female,Bachelor's,Manager,16,200000.0,Management
29,Female,Bachelor's,Marketing Coordinator,4,65000.0,Sales and Marketing
34,Male,Master's,Software Engineer,9,125000.0,Engineering
28,Female,Bachelor's,Manager,3,70000.0,Management
31,Male,PhD,Data Scientist,7,110000.0,Research
37,Female,Bachelor's,Financial Analyst,12,160000.0,Data Analyst
30,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Software Engineer,8,120000.0,Engineering
27,Male,Bachelor's,Graphic Designer,2,50000.0,Other
30,Female,Bachelor's,Manager,5,85000.0,Management
36,Male,PhD,Research Scientist,11,155000.0,Research
28,Male,Bachelor's,Software Engineer,3,70000.0,Engineering
32,Female,Bachelor's,Manager,8,115000.0,Management
29,Male,Master's,Financial Analyst,5,95000.0,Data Analyst
25,Female,Bachelor's,Marketing Analyst,0,40000.0,Data Analyst
31,Male,Bachelor's,Manager,6,115000.0,Management
35,Female,PhD,Research Director,12,175000.0,Management
28,Male,Bachelor's,Software Engineer,3,70000.0,Engineering
33,Female,Master's,Manager,9,135000.0,Management
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
25,Female,2nd Level,Customer Service Representative,1,30000.0,Other
36,Male,PhD,Research Scientist,13,185000.0,Research
40,Female,Bachelor's,Manager,15,210000.0,Management
27,Male,Bachelor's,Product Designer,1,45000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
28,Male,Bachelor's,Marketing Analyst,3,70000.0,Data Analyst
32,Female,Bachelor's,Manager,7,120000.0,Management
24,Male,2nd Level,Delivery Driver,0,28000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
26,Female,Master's,Software Engineer,2,75000.0,Engineering
39,Male,PhD,Research Scientist,14,185000.0,Research
32,Female,Bachelor's,Manager,7,120000.0,Management
28,Male,Bachelor's,Graphic Designer,3,60000.0,Other
35,Female,Master's,Data Scientist,10,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,8,135000.0,Management
27,Male,Bachelor's,Software Engineer,2,70000.0,Engineering
36,Female,PhD,Research Director,12,175000.0,Management
24,Male,2nd Level,Delivery Driver,0,28000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
